id,mode,format,prompt,choice_a,choice_b,choice_c,choice_d,correct,estimate_answer,estimate_unit,estimate_tolerance,category,tags,difficulty,weight,source,license,attribution,notes,active
opentdb-music-1263,fact,multi,"The letters in the name of the band ""TWRP"" stand for what?",Tupperware Remix Party,Taiwan Roleplay,Totally Wicked Robot Performers,Team Wild and the Radio Pirates,Tupperware Remix Party,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1264,fact,multi,Saul Hudson (Slash) of the band Guns N' Roses is known for playing what type of guitar?,Les Paul Standard,Gretsch Falcon,Fender Stratocaster,LsL Mongrel,Les Paul Standard,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1265,fact,multi,Which artist released his third and final studio album 'Electric Ladyland' before his death in 1970?,Prince,Jimi Hendrix,Captain Sensible,Eric Clapton,Jimi Hendrix,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1266,fact,multi,What album is the song 'New Slang' by The Shins found on?,Port Of Morrow,"Oh, Inverted World",Chutes Too Narrow,Wincing The Night Away,"Oh, Inverted World",,,,music,"opentdb, music",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1267,fact,multi,EDM record label Monstercat is based in which country?,Australia,United States,United Kingdom,Canada,Canada,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1268,fact,multi,"Who sings the rap song ""Secret Wars Part 1""?",MC Frontalot,Masta Killa,Busdriver,The Last Emperor,The Last Emperor,,,,music,"opentdb, music",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1269,fact,multi,"Which of these artists did NOT feature in the fitfh studio album ""Humanz"" by British virtual band Gorillaz?",Vince Staples,Danny Brown,Snoop Dogg,Pusha T,Snoop Dogg,,,,music,"opentdb, music",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1270,fact,multi,What is Fergie's debut album called?,Loose,The Dutchess,Fergalicious,The Sweet Escape,The Dutchess,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1271,fact,multi,What was the last Aphex Twin album released before his decade-long hiatus?,Syro,Windowlicker,Collected Ambient Works 85-92,Drukqs,Drukqs,,,,music,"opentdb, music",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1272,fact,multi,"The Red Hot Chili Pepper song ""Give It Away"" is from what album?",One Hot Minute,Blood Sugar Sex Magik,By the Way,Stadium Arcadium,Blood Sugar Sex Magik,,,,music,"opentdb, music",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1273,fact,multi,Which Manchester nightclub was considered central to the 'Madchester' music scene in the late 80's?,The Liar's Club,LIV,The Haçienda,The Warehouse Project,The Haçienda,,,,music,"opentdb, music",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1274,fact,multi,Which popular rock band has a one-armed drummer?,The Beatles,Foreigner,Lynyrd Skynyrd,Def Leppard,Def Leppard,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1275,fact,multi,Which musical instrument is nicknamed 'the clown of the orchestra'?,Bassoon,Flute,Tuba,Piccolo,Bassoon,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1276,fact,multi,"Whose albums included ""Back in Black"" and ""Ballbreaker""?",Black Sabbath,Iron Maiden,AC/DC,Metallica,AC/DC,,,,music,"opentdb, music",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1277,fact,multi,"Whose signature guitar technique is called the ""windmill""?",Eddie Van Halen,Jimmy Page,Jimi Hendrix,Pete Townshend,Pete Townshend,,,,music,"opentdb, music",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1278,fact,multi,When was Gangnam Style uploaded to YouTube?,2013,2011,2012,2014,2012,,,,music,"opentdb, music",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1279,fact,multi,"Which classical composer wrote the ""Moonlight Sonata""?",Wolfgang Amadeus Mozart,Ludvig Van Beethoven,Johannes Brahms,Chief Keef,Ludvig Van Beethoven,,,,music,"opentdb, music",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1280,fact,multi,What is Justin Bieber's debut Album?,Baby,Purpose,U Smile,My World 2.0,My World 2.0,,,,music,"opentdb, music",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1281,fact,multi,Which country does the band Rammstein hail from?,Germany,Belgium,Austria,Armenia,Germany,,,,music,"opentdb, music",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1282,fact,multi,"Which band had hits in 1972 with the songs ""Baby I'm A Want You"", ""Everything I Own"" and ""The Guitar Man""",Chicago,America,Bread,Smokie,Bread,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1283,fact,multi,"In which year was the Megadeth album ""Peace Sells... but Who's Buying?"" released?",1983,1986,1987,1979,1986,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1284,fact,multi,Which of these is NOT the name of an album released by Miami-based producer DJ Khaled?,I Changed A Lot,Don't Ever Play Yourself,Suffering From Success,Major Key,Don't Ever Play Yourself,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1285,fact,multi,"In the Panic! At the Disco's song ""Nothern Downpour"", which lyric follows 'I know the world's a broken bone'.","""So start a fire in their cold stone""","""So sing your song until you're home""","""So melt your headaches call it home""","""So let them know they're on their own""","""So melt your headaches call it home""",,,,music,"opentdb, music",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1286,fact,multi,"""Doctor Jones"", ""Turn Back Time"" and ""Barbie Girl"" were UK number ones for which Eurodance group?",Eiffel 65,Aqua,Vengaboys,Sash!,Aqua,,,,music,"opentdb, music",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1287,fact,multi,What is Pink Floyd's first album?,Meddle,The Dark Side of the Moon,The Piper at the Gates of Dawn,Wish You Were Here,The Piper at the Gates of Dawn,,,,music,"opentdb, music",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1288,fact,multi,Which of these albums is a Wu-Tang Clan album?,Iron Flag,The Low End Theory,Perfect Hair,Licensed to Ill,Iron Flag,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1289,fact,multi,What is the name of the album released in 2014 by American band Maroon 5?,X,III,IV,V,V,,,,music,"opentdb, music",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1290,fact,multi,"Who was ""Kung Fu Fighting"" in 1974?",Kool & the Gang,Heatwave,Carl Douglas,The Bee Gees,Carl Douglas,,,,music,"opentdb, music",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1291,fact,multi,Which one of the following musical instruments is NOT a part of the Woodwind section?,Oboe,Trumpet,Alto Saxophone,Clarinet,Trumpet,,,,music,"opentdb, music",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1292,fact,multi,What is the British term for a 64th note?,Semiquaver,Semihemidemisemiquaver,Hemidemisemiquaver,Demisemiquaver,Hemidemisemiquaver,,,,music,"opentdb, music",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1293,fact,multi,Which Nirvana album had a naked baby on the cover?,Nevermind,Incesticide,In Utero,Bleach,Nevermind,,,,music,"opentdb, music",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1294,fact,multi,Who sang backup vocals on Rockwell's hit 1984 single 'Somebody's Watching Me'?,Elton John,Michael Jackson,Prince,Paul McCartney,Michael Jackson,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1295,fact,multi,"What is the name of Death Grips Front Man, MC Ride?",Stanley Burrell,Stefan Burnett,Zach Hill,Andy Morin,Stefan Burnett,,,,music,"opentdb, music",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1296,fact,multi,Who was the most streamed artist on Spotify in 2019?,Post Malone,Drake,Billie Eilish,Ariana Grande,Post Malone,,,,music,"opentdb, music",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1297,fact,multi,"Moby, an American DJ, singer, and musician, achieved worldwide success for the 1999 release of which of the following albums?",18,Play,Everything Is Wrong,Moby,Play,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1298,fact,multi,Which of these is NOT the name of an album released by English singer-songwriter Adele?,12,21,25,19,12,,,,music,"opentdb, music",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1299,fact,multi,Which of these is Daft Punk's debut single?,Around the World,Da Funk,The New Wave,Discovery,The New Wave,,,,music,"opentdb, music",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1300,fact,multi,Ringo Starr of The Beatles mainly played what instrument?,Drums,Guitar,Piano,Bass,Drums,,,,music,"opentdb, music",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1301,fact,multi,"""The Day the Music Died"" was a tragic plane crash that killed three musicians in which decade?",60's,40's,70's,50's,50's,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1302,fact,multi,Pink Floyd made this song for their previous lead singer Syd Barrett.,Have A Cigar,Wish You Were Here,Shine On You Crazy Diamond,Welcome to the Machine,Shine On You Crazy Diamond,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1303,fact,multi,"Which former boy-band star released hit solo single ""Angels"" in 1997?",Gary Barlow,Harry Styles,Robbie Williams,Justin Timberlake,Robbie Williams,,,,music,"opentdb, music",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1304,fact,multi,"Which M83 album is the song ""Midnight City"" featured in?","Hurry Up, We're Dreaming",Before the Dawn Heals Us,Saturdays = Youth,Junk,"Hurry Up, We're Dreaming",,,,music,"opentdb, music",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1305,fact,multi,"When was the 3rd album ""Notes from the Underground"" of the band ""Hollywood Undead"" released?",2013,2011,2014,2009,2013,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1306,fact,multi,Which of these is NOT an album released by The Beatles?,Revolver,The Wall,Abbey Road,Magical Mystery Tour,The Wall,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1307,fact,multi,"Which popular jazz standard begins with the line ""Someday, when I'm awfully low""?",All the Things You Are,Autumn Leaves,Dream a Little Dream of Me,The Way You Look Tonight,The Way You Look Tonight,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1308,fact,multi,"When was the Prince album ""Purple Rain"" released?",1983,1981,1984,1979,1984,,,,music,"opentdb, music",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-music-1309,fact,multi,Electronic artists Boys Noize and Skrillex have collaborated and released tracks under what name?,Dog Blood,Jack Ü,What So Not,Noisia,Dog Blood,,,,music,"opentdb, music",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Music,true
opentdb-television-1310,fact,multi,"In season one of the US Kitchen Nightmares, Gordan Ramsay tried to save 10 different restaurants. How many ended up closing afterwards?",0,6,3,9,9,,,,television,"opentdb, television",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1311,fact,multi,"On the show ""Rick and Morty"", in episode ""Total Rickall"", who was a parasite?",Mr. Poopy Butthole,Summer Smith,Beth Smith,Pencilvester,Pencilvester,,,,television,"opentdb, television",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1312,fact,multi,What was the name of the inflatable duck sacrified to the crowd at the end of Episode 34 of the 18th season of Big Brother?,Pablo,Duckster,Esteban,Carlos,Pablo,,,,television,"opentdb, television",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1313,fact,multi,Who was the first Big Brother US winner to win with a perfect game?,Ian Terry,Dan Gheesling,Rachael Reilly,Jordan Lloyd,Dan Gheesling,,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1314,fact,multi,"What is the name of the ""Flash"" and ""Arrow"" spinoff featuring a team of characters that have appeared on both shows?",The Justice Society,Heroes of Tomorrow,The Justice Society of America,Legends of Tomorrow,Legends of Tomorrow,,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1315,fact,multi,"At which university do ""The Big Bang Theory"" characters Mr. Wolowitz and Drs. Cooper, Hofstadter and Koothrappali work?",UC Berkeley,UCLA,Caltech,MIT,Caltech,,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1316,fact,multi,"The HBO series ""Game of Thrones"" is based on which series of books?",The Wheel of Time,A Song of Ice and Fire,The Notebook,Harry Potter,A Song of Ice and Fire,,,,television,"opentdb, television",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1317,fact,multi,"In DuckTales, what is the name of the city where all the main characters live?",Duckwing,Duckburg,Tailspin,Wingford,Duckburg,,,,television,"opentdb, television",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1318,fact,multi,When did Spongebob Squarepants first air?,"June 27, 1997","February 6, 2003","July 20, 2000","May 1, 1999","May 1, 1999",,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1319,fact,multi,"From what show is the character ""James Doakes""?",Marvel's Daredevil,Boardwalk Empire,Dexter,The Walking Dead,Dexter,,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1320,fact,multi,"In the episode of SpongeBob SquarePants, ""Survival of the Idiots"", Spongebob called Patrick which nickname?",Starfish,Larry,Dirty Dan,Pinhead,Pinhead,,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1321,fact,multi,"The ""Psycho"" series of videos on YouTube was created by which of the following?",VeganGainz,RiDGiD STUDiOS,Billy Familia,Dan Bell,RiDGiD STUDiOS,,,,television,"opentdb, television",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1322,fact,multi,"What is the real name of the famous spanish humorist, El Risitas?",Ernesto Guevara,Juan Joya Borga,Jesus Quintero,Gabriel Garcia Marquez,Juan Joya Borga,,,,television,"opentdb, television",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1323,fact,multi,Which actor from The Young Ones also played Lord Flashheart in one episode of Blackadder II?,Adrian Edmondson,Rik Mayall,Christopher Ryan,Nigel Planer,Rik Mayall,,,,television,"opentdb, television",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1324,fact,multi,"What episode of ""Mr. Bean"" saw him trying to prevent people from seeing him naked?",Mr. Bean Goes to Town,The Trouble with Mr. Bean,Back to School Mr. Bean,Mr. Bean in Room 426,Mr. Bean in Room 426,,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1325,fact,multi,"In the Black Mirror episode ""Bandersnatch"", PAC-MAN stands for:",Program And Control Man,Physics & Astronomy Classification Man,Political Action Committee Man,Postgraduate Aplications Centre Man,Program And Control Man,,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1326,fact,multi,"Which of the following actors portrayed the Ninth Doctor in the British television show ""Doctor Who""?",Christopher Eccleston,Tom Baker,Matt Smith,David Tennant,Christopher Eccleston,,,,television,"opentdb, television",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1327,fact,multi,Which character does voice actress Tara Strong NOT voice?,Harley Quinn,Bubbles (2016),Timmy Turner,Twilight Sparkle,Bubbles (2016),,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1328,fact,multi,How long was Ken Jennings' win streak on Jeopardy?,88,62,74,49,74,,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1329,fact,multi,"In ""Star Trek"", what is the Ferengi's First Rule of Acquisition?",Never allow family to stand in the way of opportunity,Greed is Eternal,"Once you have their money, you never give it back.",Never place friendship above profit,"Once you have their money, you never give it back.",,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1330,fact,multi,Who plays the character of Dennis Reynolds on It's Always Sunny in Philadelphia?,Rob McElhenney,Glenn Howerton,Charlie Day,Danny DeVito,Glenn Howerton,,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1331,fact,multi,"In the comedy series ""Trailer Park Boys"", which of the following characters takes care of stray cats?",Ricky,Bubbles,Randy,Julian,Bubbles,,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1332,fact,multi,"Which former Coronation Street actress was once a hostess on the British Game Show ""Double Your Money""?",Sue Nicholls,Amanda Barrie,Violet Carson,Jean Alexander,Amanda Barrie,,,,television,"opentdb, television",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1333,fact,multi,"In AMC's TV Series ""The Walking Dead"" what are ""Zombies"" referred to as?",Walkers,Maggots,Creepers,Hell Pigs,Walkers,,,,television,"opentdb, television",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1334,fact,multi,Which of these television shows makes everyone look under their chair?,Jimmy Fallon,Saturday Night Live,Oprah,Larry Rubert,Oprah,,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1335,fact,multi,"In the Star Trek universe, what color is Vulcan blood?",Green,Red,Blue,Purple,Green,,,,television,"opentdb, television",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1336,fact,multi,"Which of these characters in ""Stranger Things"" has the power of Telekinesis?",Eleven,Karen,Lucas,Mike,Eleven,,,,television,"opentdb, television",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1337,fact,multi,"In the TV show 'M*A*S*H', what was the nickname of Corporal Walter O'Reilly?",Radar,Hawkeye,Trapper,Hot Lips,Radar,,,,television,"opentdb, television",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1338,fact,multi,What is the Klingon's afterlife called?,Valhalla,Karon'gahk,New Jersey,Sto-vo-kor,Sto-vo-kor,,,,television,"opentdb, television",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1339,fact,multi,Which British writer wrote for both Doctor Who and Sherlock?,Russell T Davies,Toby Whithouse,Steven Moffatt,Phil Ford,Steven Moffatt,,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1340,fact,multi,"In ""Star Trek"", what is the Klingon death ritual?",Split the deceased's earnings between bloodkin.,Kiss the jagged forehead before burial.,Look into sky and yell loudly in mourning.,Shoot into space in a torpedo casing.,Look into sky and yell loudly in mourning.,,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1341,fact,multi,What is the name of the main antagonists in Battlestar Galactica?,The Cylons,The Collective,The Rebels,The Federation,The Cylons,,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1342,fact,multi,"What is the name of Chris's brother in ""Everybody Hates Chris""?",Jerome,Greg,Joe,Drew,Drew,,,,television,"opentdb, television",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1343,fact,multi,Baron Silas Greenback is the arch nemesis of which cartoon hero?,Captain Star,Danger Mouse,Bananaman,SuperTed,Danger Mouse,,,,television,"opentdb, television",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1344,fact,multi,"Prior to working at Wizards of the Coast, ""Mark Rosewater"" was a writer for which show?",Boy Meets World,The X-Files,NYPD Blue,Roseanne,Roseanne,,,,television,"opentdb, television",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1345,fact,multi,"In the TV show ""Cheers"", Sam Malone was a former relief pitcher for which baseball team?",Milwaukee Brewers,New York Mets,Baltimore Orioles,Boston Red Sox,Boston Red Sox,,,,television,"opentdb, television",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
opentdb-television-1346,fact,multi,"On the NBC show Community, whose catch-phrase was ""Pop! Pop!""?",Magnitude,Leonard,Star Burns,Senoir Chang,Magnitude,,,,television,"opentdb, television",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Entertainment: Television,true
